,code,원정팀,홈팀,A,B,승리팀,승리팀구분,date,week,평균기온,일강수량,풍속,습도,경기장,지점명,year
683,20210911L두,LG,두산,5.0,5.0,무승부,Away,20210911,토,24.0,0.0,1.7,73.1,서울 잠실 야구장,서울,2021
684,20210911키롯,키움,롯데,13.0,7.0,키움,Away,20210911,토,24.9,0.0,2.3,75.6,부산 사직 야구장,부산,2021
685,20210911SK,SK,KT,2.0,2.0,무승부,Away,20210911,토,23.8,0.0,1.3,81.1,수원케이티위즈파크,수원,2021
686,20210911N기,NC,기아,3.0,5.0,기아,Home,20210911,토,24.9,0.0,0.6,83.9,광주-기아 챔피언스 필드,광주,2021
687,20210911삼한,삼성,한화,5.0,4.0,삼성,Away,20210911,토,24.3,0.0,0.9,82.3,대전 한화생명 이글스파크,대전,2021
688,20210912L두,LG,두산,5.0,8.0,두산,Home,20210912,일,24.2,0.0,1.8,64.6,서울 잠실 야구장,서울,2021
689,20210912L두,LG,두산,5.0,8.0,두산,Home,20210912,일,24.2,0.0,1.8,64.6,서울 잠실 야구장,서울,2021
690,20210912키롯,키움,롯데,8.0,3.0,키움,Away,20210912,일,24.9,0.0,2.1,72.6,부산 사직 야구장,부산,2021
691,20210912키롯,키움,롯데,8.0,3.0,키움,Away,20210912,일,24.9,0.0,2.1,72.6,부산 사직 야구장,부산,2021
692,20210912SK,SK,KT,0.0,10.0,KT,Home,20210912,일,23.8,0.0,1.3,78.0,수원케이티위즈파크,수원,2021
693,20210912SK,SK,KT,0.0,10.0,KT,Home,20210912,일,23.8,0.0,1.3,78.0,수원케이티위즈파크,수원,2021
694,20210912N기,NC,기아,8.0,2.0,NC,Away,20210912,일,24.8,0.0,1.1,83.3,광주-기아 챔피언스 필드,광주,2021
695,20210912N기,NC,기아,8.0,2.0,NC,Away,20210912,일,24.8,0.0,1.1,83.3,광주-기아 챔피언스 필드,광주,2021
696,20210912삼한,삼성,한화,3.0,3.0,무승부,Away,20210912,일,24.1,0.0,0.8,85.3,대전 한화생명 이글스파크,대전,2021
697,20210912삼한,삼성,한화,3.0,3.0,무승부,Away,20210912,일,24.1,0.0,0.8,85.3,대전 한화생명 이글스파크,대전,2021
698,20210912L두,LG,두산,5.0,8.0,두산,Home,20210912,일,24.2,0.0,1.8,64.6,서울 잠실 야구장,서울,2021
699,20210912L두,LG,두산,5.0,8.0,두산,Home,20210912,일,24.2,0.0,1.8,64.6,서울 잠실 야구장,서울,2021
700,20210912키롯,키움,롯데,2.0,3.0,롯데,Home,20210912,일,24.9,0.0,2.1,72.6,부산 사직 야구장,부산,2021
701,20210912키롯,키움,롯데,2.0,3.0,롯데,Home,20210912,일,24.9,0.0,2.1,72.6,부산 사직 야구장,부산,2021
702,20210912SK,SK,KT,2.0,3.0,KT,Home,20210912,일,23.8,0.0,1.3,78.0,수원케이티위즈파크,수원,2021
703,20210912SK,SK,KT,2.0,3.0,KT,Home,20210912,일,23.8,0.0,1.3,78.0,수원케이티위즈파크,수원,2021
704,20210912N기,NC,기아,3.0,0.0,NC,Away,20210912,일,24.8,0.0,1.1,83.3,광주-기아 챔피언스 필드,광주,2021
705,20210912N기,NC,기아,3.0,0.0,NC,Away,20210912,일,24.8,0.0,1.1,83.3,광주-기아 챔피언스 필드,광주,2021
706,20210912삼한,삼성,한화,6.0,6.0,무승부,Away,20210912,일,24.1,0.0,0.8,85.3,대전 한화생명 이글스파크,대전,2021
707,20210912삼한,삼성,한화,6.0,6.0,무승부,Away,20210912,일,24.1,0.0,0.8,85.3,대전 한화생명 이글스파크,대전,2021
708,20210914K두,KT,두산,4.0,3.0,KT,Away,20210914,화,24.6,0.0,2.6,63.3,서울 잠실 야구장,서울,2021
709,20210914한S,한화,SK,11.0,5.0,한화,Away,20210914,화,25.2,0.0,2.9,48.6,인천SSG 랜더스필드,인천,2021
710,20210914L삼,LG,삼성,3.0,3.0,무승부,Away,20210914,화,22.5,0.0,3.5,68.9,대구 삼성 라이온즈 파크,대구,2021
711,20210914키N,키움,NC,8.0,10.0,NC,Home,20210914,화,22.2,1.3,1.6,75.0,창원NC파크,창원,2021
712,20210914롯기,롯데,기아,8.0,7.0,롯데,Away,20210914,화,22.5,2.5,3.2,85.1,광주-기아 챔피언스 필드,광주,2021
713,20210915롯기,롯데,기아,6.0,3.0,롯데,Away,20210915,수,24.1,0.0,3.2,64.1,광주-기아 챔피언스 필드,광주,2021
714,20210915롯기,롯데,기아,6.0,3.0,롯데,Away,20210915,수,24.1,0.0,3.2,64.1,광주-기아 챔피언스 필드,광주,2021
715,20210915롯기,롯데,기아,3.0,5.0,기아,Home,20210915,수,24.1,0.0,3.2,64.1,광주-기아 챔피언스 필드,광주,2021
716,20210915롯기,롯데,기아,3.0,5.0,기아,Home,20210915,수,24.1,0.0,3.2,64.1,광주-기아 챔피언스 필드,광주,2021
717,20210915K두,KT,두산,2.0,6.0,두산,Home,20210915,수,23.6,0.0,3.6,57.5,서울 잠실 야구장,서울,2021
718,20210915한S,한화,SK,6.0,9.0,SK,Home,20210915,수,24.0,0.0,4.3,44.4,인천SSG 랜더스필드,인천,2021
719,20210915L삼,LG,삼성,5.0,2.0,LG,Away,20210915,수,22.7,0.0,3.9,61.6,대구 삼성 라이온즈 파크,대구,2021
720,20210915키N,키움,NC,2.0,13.0,NC,Home,20210915,수,23.6,0.0,2.6,56.0,창원NC파크,창원,2021
721,20210916S두,SK,두산,3.0,3.0,무승부,Away,20210916,목,22.9,0.0,2.6,61.1,서울 잠실 야구장,서울,2021
722,20210916기삼,기아,삼성,6.0,5.0,기아,Away,20210916,목,22.2,0.0,2.9,71.6,대구 삼성 라이온즈 파크,대구,2021
723,20210916LN,LG,NC,0.0,2.0,NC,Home,20210916,목,21.9,2.0,1.3,69.8,창원NC파크,창원,2021
724,20210916롯K,롯데,KT,4.0,7.0,KT,Home,20210916,목,23.0,0.0,2.5,62.4,수원케이티위즈파크,수원,2021
725,20210916한키,한화,키움,8.0,8.0,무승부,Away,20210916,목,22.9,0.0,2.6,61.1,서울고척스카이돔,서울,2021
726,20210917LN,LG,NC,,,우천취소,Away,20210917,금,20.9,17.1,1.7,78.5,창원NC파크,창원,2021
727,20210917LN,LG,NC,,,우천취소,Away,20210917,금,20.9,17.1,1.7,78.5,창원NC파크,창원,2021
728,20210917S두,SK,두산,2.0,7.0,두산,Home,20210917,금,23.5,0.0,3.0,61.4,서울 잠실 야구장,서울,2021
729,20210917기삼,기아,삼성,3.0,6.0,삼성,Home,20210917,금,20.5,4.1,2.5,82.5,대구 삼성 라이온즈 파크,대구,2021
730,20210917LN,LG,NC,4.0,6.0,NC,Home,20210917,금,20.9,17.1,1.7,78.5,창원NC파크,창원,2021
731,20210917LN,LG,NC,4.0,6.0,NC,Home,20210917,금,20.9,17.1,1.7,78.5,창원NC파크,창원,2021
732,20210917롯K,롯데,KT,2.0,0.0,롯데,Away,20210917,금,23.7,0.0,2.4,63.1,수원케이티위즈파크,수원,2021
733,20210917한키,한화,키움,15.0,5.0,한화,Away,20210917,금,23.5,0.0,3.0,61.4,서울고척스카이돔,서울,2021
734,20210918기L,기아,LG,9.0,6.0,기아,Away,20210918,토,23.9,0.0,1.6,65.1,서울 잠실 야구장,서울,2021
735,20210918삼S,삼성,SK,9.0,4.0,삼성,Away,20210918,토,23.8,0.0,2.0,58.9,인천SSG 랜더스필드,인천,2021
736,20210918KN,KT,NC,8.0,1.0,KT,Away,20210918,토,22.4,0.0,1.1,69.9,창원NC파크,창원,2021
737,20210918두키,두산,키움,3.0,3.0,무승부,Away,20210918,토,23.9,0.0,1.6,65.1,서울고척스카이돔,서울,2021
738,20210918롯한,롯데,한화,2.0,13.0,한화,Home,20210918,토,22.4,0.0,1.3,78.9,대전 한화생명 이글스파크,대전,2021
739,20210919기L,기아,LG,3.0,4.0,LG,Home,20210919,일,23.7,0.0,1.9,62.9,서울 잠실 야구장,서울,2021
740,20210919삼S,삼성,SK,4.0,4.0,무승부,Away,20210919,일,24.2,0.0,2.0,57.3,인천SSG 랜더스필드,인천,2021
741,20210919KN,KT,NC,8.0,2.0,KT,Away,20210919,일,22.2,0.0,1.0,69.0,창원NC파크,창원,2021
742,20210919두키,두산,키움,6.0,0.0,두산,Away,20210919,일,23.7,0.0,1.9,62.9,서울고척스카이돔,서울,2021
743,20210919롯한,롯데,한화,3.0,1.0,롯데,Away,20210919,일,22.9,0.0,1.3,75.5,대전 한화생명 이글스파크,대전,2021
744,20210921N두,NC,두산,2.0,12.0,두산,Home,20210921,화,22.0,68.1,2.9,85.1,서울 잠실 야구장,서울,2021
745,20210921키S,키움,SK,10.0,13.0,SK,Home,20210921,화,21.8,74.6,4.2,77.5,인천SSG 랜더스필드,인천,2021
746,20210921삼롯,삼성,롯데,11.0,9.0,삼성,Away,20210921,화,23.0,7.9,4.5,92.9,부산 사직 야구장,부산,2021
747,20210921K기,KT,기아,11.0,5.0,KT,Away,20210921,화,22.5,32.0,2.4,92.9,광주-기아 챔피언스 필드,광주,2021
748,20210921L한,LG,한화,6.0,15.0,한화,Home,20210921,화,22.6,34.3,2.0,88.3,대전 한화생명 이글스파크,대전,2021
749,20210922N두,NC,두산,0.0,8.0,두산,Home,20210922,수,20.2,4.5,2.7,79.0,서울 잠실 야구장,서울,2021
750,20210922키S,키움,SK,7.0,7.0,무승부,Away,20210922,수,20.8,7.0,3.5,70.8,인천SSG 랜더스필드,인천,2021
751,20210922삼롯,삼성,롯데,8.0,17.0,롯데,Home,20210922,수,23.1,4.0,3.2024617996604414,80.9,부산 사직 야구장,부산,2021
752,20210922K기,KT,기아,2.0,7.0,기아,Home,20210922,수,23.2,1.9,1.4,84.8,광주-기아 챔피언스 필드,광주,2021
753,20210922L한,LG,한화,12.0,3.0,LG,Away,20210922,수,22.5,10.2,1.8,78.4,대전 한화생명 이글스파크,대전,2021
754,20210923삼L,삼성,LG,7.0,4.0,삼성,Away,20210923,목,20.9,0.0,2.4,67.3,서울 잠실 야구장,서울,2021
755,20210923롯S,롯데,SK,8.0,9.0,SK,Home,20210923,목,21.4,0.0,3.6,63.0,인천SSG 랜더스필드,인천,2021
756,20210923한K,한화,KT,1.0,3.0,KT,Home,20210923,목,20.1,0.0,2.1,74.1,수원케이티위즈파크,수원,2021
757,20210923두기,두산,기아,3.0,1.0,두산,Away,20210923,목,21.5,0.0,1.1,72.6,광주-기아 챔피언스 필드,광주,2021
758,20210923N키,NC,키움,1.0,4.0,키움,Home,20210923,목,20.9,0.0,2.4,67.3,서울고척스카이돔,서울,2021
759,20210924롯S,롯데,SK,4.0,9.0,SK,Home,20210924,금,22.3,0.0,1.9,59.9,인천SSG 랜더스필드,인천,2021
760,20210924롯S,롯데,SK,4.0,9.0,SK,Home,20210924,금,22.3,0.0,1.9,59.9,인천SSG 랜더스필드,인천,2021
761,20210924롯S,롯데,SK,6.0,6.0,무승부,Away,20210924,금,22.3,0.0,1.9,59.9,인천SSG 랜더스필드,인천,2021
762,20210924롯S,롯데,SK,6.0,6.0,무승부,Away,20210924,금,22.3,0.0,1.9,59.9,인천SSG 랜더스필드,인천,2021
763,20210924삼L,삼성,LG,3.0,11.0,LG,Home,20210924,금,21.8,0.0,2.2,67.5,서울 잠실 야구장,서울,2021
764,20210924한K,한화,KT,4.0,1.0,한화,Away,20210924,금,22.0,0.0,1.8,69.4,수원케이티위즈파크,수원,2021
765,20210924두기,두산,기아,8.0,2.0,두산,Away,20210924,금,20.9,0.0,0.8,76.6,광주-기아 챔피언스 필드,광주,2021
766,20210924N키,NC,키움,2.0,3.0,키움,Home,20210924,금,21.8,0.0,2.2,67.5,서울고척스카이돔,서울,2021
767,20210925한두,한화,두산,5.0,1.0,한화,Away,20210925,토,21.2,0.0,2.3,72.6,서울 잠실 야구장,서울,2021
768,20210925N삼,NC,삼성,0.0,1.0,삼성,Home,20210925,토,20.6,1.2,1.7,84.8,대구 삼성 라이온즈 파크,대구,2021
769,20210925LK,LG,KT,0.0,0.0,무승부,Away,20210925,토,21.6,0.0,1.6,73.0,수원케이티위즈파크,수원,2021
770,20210925S기,SK,기아,1.0,7.0,기아,Home,20210925,토,21.9,0.0,1.6,79.8,광주-기아 챔피언스 필드,광주,2021
771,20210925롯키,롯데,키움,12.0,6.0,롯데,Away,20210925,토,21.2,0.0,2.3,72.6,서울고척스카이돔,서울,2021
772,20210926한두,한화,두산,3.0,5.0,두산,Home,20210926,일,22.6,0.0,2.3,63.0,서울 잠실 야구장,서울,2021
773,20210926N삼,NC,삼성,0.0,1.0,삼성,Home,20210926,일,20.5,0.0,2.0,74.1,대구 삼성 라이온즈 파크,대구,2021
774,20210926LK,LG,KT,4.0,0.0,LG,Away,20210926,일,22.8,0.0,2.2,64.4,수원케이티위즈파크,수원,2021
775,20210926S기,SK,기아,5.0,6.0,기아,Home,20210926,일,22.2,0.0,1.3,78.0,광주-기아 챔피언스 필드,광주,2021
776,20210926롯키,롯데,키움,2.0,11.0,키움,Home,20210926,일,22.6,0.0,2.3,63.0,서울고척스카이돔,서울,2021
777,20210928롯L,롯데,LG,2.0,5.0,LG,Home,20210928,화,21.5,1.3,2.2,75.1,서울 잠실 야구장,서울,2021
778,20210928S삼,SK,삼성,7.0,2.0,SK,Away,20210928,화,21.8,0.0,2.0,75.8,대구 삼성 라이온즈 파크,대구,2021
779,20210928기N,기아,NC,9.0,10.0,NC,Home,20210928,화,22.1,0.0,0.8,73.0,창원NC파크,창원,2021
780,20210928두K,두산,KT,1.0,5.0,KT,Home,20210928,화,21.6,1.2,2.5,77.9,수원케이티위즈파크,수원,2021
781,20210928키한,키움,한화,1.0,1.0,무승부,Away,20210928,화,22.0,0.7,1.6,82.9,대전 한화생명 이글스파크,대전,2021
782,20210929기N,기아,NC,1.0,4.0,NC,Home,20210929,수,23.3,28.1,0.8,86.5,창원NC파크,창원,2021
783,20210929기N,기아,NC,1.0,4.0,NC,Home,20210929,수,23.3,28.1,0.8,86.5,창원NC파크,창원,2021
784,20210929기N,기아,NC,,,우천취소,Away,20210929,수,23.3,28.1,0.8,86.5,창원NC파크,창원,2021
785,20210929기N,기아,NC,,,우천취소,Away,20210929,수,23.3,28.1,0.8,86.5,창원NC파크,창원,2021
786,20210929롯L,롯데,LG,,,우천취소,Away,20210929,수,20.2,13.1,1.7,93.5,서울 잠실 야구장,서울,2021
787,20210929S삼,SK,삼성,,,우천취소,Away,20210929,수,22.4,11.3,1.2,93.9,대구 삼성 라이온즈 파크,대구,2021
788,20210929두K,두산,KT,8.0,3.0,두산,Away,20210929,수,20.6,11.4,1.5,94.3,수원케이티위즈파크,수원,2021
789,20210929키한,키움,한화,,,우천취소,Away,20210929,수,21.5,19.1,1.0,97.0,대전 한화생명 이글스파크,대전,2021
790,20210930두L,두산,LG,4.0,12.0,LG,Home,20210930,목,20.3,0.0,1.5,83.9,서울 잠실 야구장,서울,2021
791,20210930K롯,KT,롯데,4.0,8.0,롯데,Home,20210930,목,22.1,36.7,2.9,86.1,부산 사직 야구장,부산,2021
792,20210930한삼,한화,삼성,2.0,6.0,삼성,Home,20210930,목,21.9,7.6,2.0,82.0,대구 삼성 라이온즈 파크,대구,2021
793,20210930SN,SK,NC,2.0,6.0,NC,Home,20210930,목,21.7,4.0,0.8,83.4,창원NC파크,창원,2021
794,20210930키기,키움,기아,2.0,0.0,키움,Away,20210930,목,23.5,2.0,1.3109322033898303,67.9,광주-기아 챔피언스 필드,광주,2021
795,20220402한두,한화,두산,4.0,6.0,두산,Home,20220402,토,8.2,0.0,2.3,55.0,서울 잠실 야구장,서울,2022
796,20220402SN,SK,NC,4.0,0.0,SK,Away,20220402,토,9.2,0.0,1.3,54.6,창원NC파크,창원,2022
797,20220402삼K,삼성,KT,1.0,4.0,KT,Home,20220402,토,6.9,0.0,2.0,61.0,수원케이티위즈파크,수원,2022
798,20220402L기,LG,기아,9.0,0.0,LG,Away,20220402,토,8.4,0.0,1.1,53.6,광주-기아 챔피언스 필드,광주,2022
799,20220402롯키,롯데,키움,7.0,2.0,롯데,Away,20220402,토,8.2,0.0,2.3,55.0,서울고척스카이돔,서울,2022
800,20220403한두,한화,두산,0.0,1.0,두산,Home,20220403,일,9.6,0.0,2.1,55.0,서울 잠실 야구장,서울,2022
801,20220403SN,SK,NC,4.0,1.0,SK,Away,20220403,일,10.5,0.0,1.6,55.1,창원NC파크,창원,2022
802,20220403삼K,삼성,KT,6.0,5.0,삼성,Away,20220403,일,8.2,0.0,1.8,63.3,수원케이티위즈파크,수원,2022
803,20220403L기,LG,기아,3.0,2.0,LG,Away,20220403,일,9.7,0.0,1.1,47.6,광주-기아 챔피언스 필드,광주,2022
804,20220403롯키,롯데,키움,3.0,4.0,키움,Home,20220403,일,9.6,0.0,2.1,55.0,서울고척스카이돔,서울,2022
805,20220405삼두,삼성,두산,6.0,5.0,삼성,Away,20220405,화,10.3,0.0,2.4,41.1,서울 잠실 야구장,서울,2022
806,20220405롯N,롯데,NC,5.0,1.0,롯데,Away,20220405,화,12.3,0.0,1.2,48.8,창원NC파크,창원,2022
807,20220405SK,SK,KT,8.0,5.0,SK,Away,20220405,화,9.5,0.0,1.7,48.5,수원케이티위즈파크,수원,2022
808,20220405한기,한화,기아,3.0,4.0,기아,Home,20220405,화,11.0,0.0,1.3,39.9,광주-기아 챔피언스 필드,광주,2022
809,20220405L키,LG,키움,8.0,4.0,LG,Away,20220405,화,10.3,0.0,2.4,41.1,서울고척스카이돔,서울,2022
810,20220406삼두,삼성,두산,7.0,1.0,삼성,Away,20220406,수,11.7,0.0,2.5,52.3,서울 잠실 야구장,서울,2022
811,20220406롯N,롯데,NC,0.0,5.0,NC,Home,20220406,수,13.8,0.0,1.5,33.5,창원NC파크,창원,2022
812,20220406SK,SK,KT,3.0,0.0,SK,Away,20220406,수,10.6,0.0,1.8,53.0,수원케이티위즈파크,수원,2022
813,20220406한기,한화,기아,4.0,7.0,기아,Home,20220406,수,12.5,0.0,1.1,56.5,광주-기아 챔피언스 필드,광주,2022
814,20220406L키,LG,키움,2.0,1.0,LG,Away,20220406,수,11.7,0.0,2.5,52.3,서울고척스카이돔,서울,2022
815,20220407삼두,삼성,두산,5.0,6.0,두산,Home,20220407,목,10.9,0.0,3.3,43.5,서울 잠실 야구장,서울,2022
816,20220407롯N,롯데,NC,2.0,1.0,롯데,Away,20220407,목,15.1,0.0,1.0,35.5,창원NC파크,창원,2022
817,20220407SK,SK,KT,4.0,3.0,SK,Away,20220407,목,10.2,0.0,2.3,51.5,수원케이티위즈파크,수원,2022
818,20220407한기,한화,기아,2.0,6.0,기아,Home,20220407,목,12.2,1.2,1.1,60.6,광주-기아 챔피언스 필드,광주,2022
819,20220407L키,LG,키움,6.0,0.0,LG,Away,20220407,목,10.9,0.0,3.3,43.5,서울고척스카이돔,서울,2022
820,20220408NL,NC,LG,4.0,1.0,NC,Away,20220408,금,12.9,0.0,2.1,49.0,서울 잠실 야구장,서울,2022
821,20220408기S,기아,SK,0.0,3.0,SK,Home,20220408,금,11.7,0.0,2.5,49.0,인천SSG 랜더스필드,인천,2022
822,20220408두롯,두산,롯데,6.0,1.0,두산,Away,20220408,금,14.6,0.0,3.1,56.4,부산 사직 야구장,부산,2022
823,20220408키삼,키움,삼성,1.0,0.0,키움,Away,20220408,금,15.7,0.0,1.6,41.4,대구 삼성 라이온즈 파크,대구,2022
824,20220408K한,KT,한화,4.0,2.0,KT,Away,20220408,금,13.9,0.0,1.7,35.1,대전 한화생명 이글스파크,대전,2022
825,20220409NL,NC,LG,6.0,7.0,LG,Home,20220409,토,17.8,0.5,3.0,43.8,서울 잠실 야구장,서울,2022
826,20220409기S,기아,SK,5.0,9.0,SK,Home,20220409,토,16.3,0.0,4.9,44.8,인천SSG 랜더스필드,인천,2022
827,20220409두롯,두산,롯데,4.0,5.0,롯데,Home,20220409,토,16.7,0.0,5.6,59.0,부산 사직 야구장,부산,2022
828,20220409키삼,키움,삼성,3.0,0.0,키움,Away,20220409,토,18.6,0.0,1.7,48.5,대구 삼성 라이온즈 파크,대구,2022
829,20220409K한,KT,한화,1.0,7.0,한화,Home,20220409,토,18.2,0.0,2.2,39.8,대전 한화생명 이글스파크,대전,2022
830,20220410NL,NC,LG,3.0,5.0,LG,Home,20220410,일,18.2,0.0,2.0,46.0,서울 잠실 야구장,서울,2022
831,20220410기S,기아,SK,2.0,11.0,SK,Home,20220410,일,16.7,0.0,3.2,50.6,인천SSG 랜더스필드,인천,2022
832,20220410두롯,두산,롯데,4.0,3.0,두산,Away,20220410,일,17.8,0.0,5.2,69.8,부산 사직 야구장,부산,2022
833,20220410키삼,키움,삼성,6.0,5.0,키움,Away,20220410,일,19.5,0.0,1.6,50.6,대구 삼성 라이온즈 파크,대구,2022
834,20220410K한,KT,한화,4.0,6.0,한화,Home,20220410,일,18.6,0.0,1.7,43.3,대전 한화생명 이글스파크,대전,2022
835,20220412SL,SK,LG,4.0,1.0,SK,Away,20220412,화,19.3,0.5,2.8,77.9,서울 잠실 야구장,서울,2022
836,20220412한삼,한화,삼성,0.0,2.0,삼성,Home,20220412,화,22.5,0.0,1.4,64.5,대구 삼성 라이온즈 파크,대구,2022
837,20220412두K,두산,KT,3.0,1.0,두산,Away,20220412,화,17.8,0.0,2.4,82.1,수원케이티위즈파크,수원,2022
838,20220412롯기,롯데,기아,5.0,6.0,기아,Home,20220412,화,21.1,0.0,1.8,79.5,광주-기아 챔피언스 필드,광주,2022
839,20220412N키,NC,키움,0.0,10.0,키움,Home,20220412,화,19.3,0.5,2.8,77.9,서울고척스카이돔,서울,2022
840,20220413SL,SK,LG,4.0,2.0,SK,Away,20220413,수,13.1,1.3,4.4,69.3,서울 잠실 야구장,서울,2022
841,20220413한삼,한화,삼성,1.0,12.0,삼성,Home,20220413,수,12.2,0.0,5.4,80.1,대구 삼성 라이온즈 파크,대구,2022
842,20220413두K,두산,KT,,,우천취소,Away,20220413,수,11.6,9.5,2.7,83.1,수원케이티위즈파크,수원,2022
843,20220413롯기,롯데,기아,,,우천취소,Away,20220413,수,17.9,2.4,1.5,94.0,광주-기아 챔피언스 필드,광주,2022
844,20220413N키,NC,키움,4.0,5.0,키움,Home,20220413,수,13.1,1.3,4.4,69.3,서울고척스카이돔,서울,2022
845,20220414SL,SK,LG,1.0,5.0,LG,Home,20220414,목,13.2,0.0,4.0,53.4,서울 잠실 야구장,서울,2022
846,20220414한삼,한화,삼성,3.0,8.0,삼성,Home,20220414,목,10.9,0.0,3.7,72.4,대구 삼성 라이온즈 파크,대구,2022
847,20220414두K,두산,KT,5.0,4.0,두산,Away,20220414,목,11.1,1.2,3.6,65.4,수원케이티위즈파크,수원,2022
848,20220414롯기,롯데,기아,3.0,2.0,롯데,Away,20220414,목,15.4,0.1,2.1,78.3,광주-기아 챔피언스 필드,광주,2022
849,20220414N키,NC,키움,0.0,1.0,키움,Home,20220414,목,13.2,0.0,4.0,53.4,서울고척스카이돔,서울,2022
850,20220415키두,키움,두산,4.0,2.0,키움,Away,20220415,금,13.3,0.0,3.0,46.8,서울 잠실 야구장,서울,2022
851,20220415삼S,삼성,SK,0.0,5.0,SK,Home,20220415,금,12.0,0.0,2.9,49.9,인천SSG 랜더스필드,인천,2022
852,20220415K롯,KT,롯데,7.0,9.0,롯데,Home,20220415,금,12.2,0.0,3.7,61.0,부산 사직 야구장,부산,2022
853,20220415기N,기아,NC,0.0,5.0,NC,Home,20220415,금,12.4,0.0,2.1,56.9,창원NC파크,창원,2022
854,20220415L한,LG,한화,3.0,7.0,한화,Home,20220415,금,12.6,0.0,2.4,54.3,대전 한화생명 이글스파크,대전,2022
855,20220416삼S,삼성,SK,2.0,6.0,SK,Home,20220416,토,11.1,0.0,2.9,58.5,인천SSG 랜더스필드,인천,2022
856,20220416키두,키움,두산,1.0,4.0,두산,Home,20220416,토,13.2,0.0,2.5,48.5,서울 잠실 야구장,서울,2022
